accession,genome_GC,Orthogroup,SCO_GC,monophyletic
GCF_001905385.1,72.01671510900026,OG0002079,69.56521739130434,Yes
GCF_000612545.2,72.04097248631763,OG0002079,69.56521739130434,Yes
GCF_000092385.1,70.75458902611386,OG0002079,69.56521739130434,Yes
GCF_009811575.1,71.0800540648297,OG0002279,69.56521739130434,Yes
GCF_001509775.1,70.96844907271088,OG0002079,69.56521739130434,Yes
GCF_014076605.1,71.33417979781174,OG0002279,69.56521739130434,Yes
GCF_000721605.1,72.0063388907986,OG0002279,69.56521739130434,Yes
GCF_003041235.1,71.45260306774082,OG0002079,69.56521739130434,Yes
GCF_008642275.1,72.13719847250294,OG0002259,69.56521739130434,Yes
GCF_000718625.1,72.28910990907153,OG0002079,69.56521739130434,Yes
GCF_009811555.1,71.33644441223096,OG0002153,69.56521739130434,Yes
GCF_011290345.1,70.73576866042221,OG0002279,69.56521739130434,Yes
GCF_002156055.1,72.09258720874736,OG0002079,69.56521739130434,Yes
GCF_002891315.1,71.21444945088618,OG0002104,69.56521739130434,Yes
GCF_003970715.1,72.05272410738365,OG0002181,69.5679012345679,Yes
GCF_004195945.1,73.40945979481012,OG0002203,69.5679012345679,Yes
GCF_014650735.1,71.8983588434935,OG0002277,69.56802063185043,Yes
GCF_900119365.1,70.45385621449539,OG0002121,69.5692883895131,Yes
GCF_001514265.1,70.94166661673785,OG0002270,69.5697796432319,Yes
GCF_014656075.1,73.21108540302635,OG0002181,69.57070707070707,Yes
GCF_000739045.1,71.62854703992213,OG0002189,69.57186544342507,Yes
GCF_003933965.1,70.91051053004985,OG0002189,69.57186544342507,Yes
GCF_003143935.1,71.26307736231789,OG0002115,69.57264957264957,Yes
GCF_000935185.3,72.3496066608556,OG0002146,69.57264957264957,Yes
GCF_900119365.1,70.45385621449539,OG0002144,69.57494407158836,Yes
GCF_007829875.1,72.5290855559092,OG0002164,69.57494407158836,Yes
GCF_006715925.1,72.26273356333616,OG0002164,69.57494407158836,Yes
GCF_001905505.1,71.24872686112982,OG0002170,69.57494407158836,Yes
GCF_000829715.2,71.10265231925432,OG0002247,69.57494407158836,Yes
GCF_000364805.1,71.0335644530418,OG0002170,69.57494407158836,Yes
GCF_003389455.1,70.4648605806529,OG0002247,69.57494407158836,Yes
GCF_009811575.1,71.0800540648297,OG0002247,69.57494407158836,Yes
GCF_014649995.1,72.21373693347616,OG0002164,69.57494407158836,Yes
GCF_003610995.1,71.70149073097517,OG0002144,69.57494407158836,Yes
GCF_018966745.1,72.28748407732631,OG0002192,69.57575757575758,Yes
GCF_006716135.1,72.51435348449981,OG0002192,69.57575757575758,Yes
GCF_001419705.1,72.06462172629973,OG0002192,69.57575757575758,Yes
GCF_015163075.1,70.77589388975778,OG0002270,69.57588503329828,Yes
GCF_000698495.1,71.90525115243925,OG0002168,69.57605985037407,Yes
GCF_001513975.1,70.90036207915387,OG0002199,69.57671957671958,Yes
GCF_000718525.1,73.89174165612695,OG0002201,69.57671957671958,Yes
GCF_014650895.1,73.86841746139201,OG0002201,69.57671957671958,Yes
GCF_014650615.1,71.65819458694891,OG0002119,69.57746478873239,Yes
GCF_900091315.1,71.26559635628402,OG0002119,69.57746478873239,Yes
GCF_900187385.1,71.0265375150324,OG0002181,69.57813428401664,Yes
GCF_002802945.1,73.44165296923315,OG0002231,69.57928802588997,Yes
GCF_003949805.1,73.05617874950838,OG0002226,69.57928802588997,Yes
GCF_014197485.1,72.96627479898616,OG0002226,69.57928802588997,Yes
GCF_001514235.1,70.63396853115424,OG0002108,69.58041958041959,Yes
GCF_003955715.1,70.84778920735614,OG0002108,69.58041958041959,Yes
GCF_009604455.1,71.02240514489499,OG0002105,69.58105646630237,Yes
GCF_001866675.1,71.29846980362196,OG0002100,69.58105646630237,Yes
GCF_014648635.1,72.49160528271786,OG0002100,69.58105646630237,Yes
GCF_001746295.1,70.2789487786098,OG0002105,69.58105646630237,Yes
GCF_002224125.2,70.77328045264795,OG0002284,69.58174904942965,Yes
GCF_017639205.1,71.97513531102362,OG0002168,69.58333333333333,Yes
GCF_000968685.2,71.47187478922336,OG0002168,69.58333333333333,Yes
GCF_000725555.1,72.188913415395,OG0002168,69.58333333333333,Yes
GCF_000720175.1,71.49557545860554,OG0002180,69.5852534562212,Yes
GCF_004028635.1,70.37668880389512,OG0002246,69.5852534562212,Yes
GCF_900104815.1,72.37766029823261,OG0002189,69.5852534562212,Yes
GCF_001640565.1,71.26883552336078,OG0002189,69.5852534562212,Yes
GCF_017639205.1,71.97513531102362,OG0002231,69.5852534562212,Yes
GCF_009862445.1,72.11866110982085,OG0002109,69.5852534562212,Yes
GCF_000719865.1,73.20297224774073,OG0002222,69.58568738229755,Yes
GCF_900104815.1,72.37766029823261,OG0002192,69.58637469586375,Yes
GCF_002150735.1,71.15070149206248,OG0002192,69.58637469586375,Yes
GCF_008704535.1,73.44777247101699,OG0002090,69.58689458689459,Yes
GCF_002891435.1,70.82800015627384,OG0002255,69.58762886597938,Yes
GCF_014648655.1,69.59433125723383,OG0002105,69.58762886597938,Yes
GCF_016860525.1,72.33021684125379,OG0002205,69.58831341301462,Yes
GCF_018070535.1,71.58984229120159,OG0002205,69.58831341301462,Yes
GCF_000720135.1,72.32100914084657,OG0002205,69.58831341301462,Yes
GCF_013870595.1,71.80728235497138,OG0002205,69.58831341301462,Yes
GCF_000739045.1,71.62854703992213,OG0002205,69.58831341301462,Yes
GCF_019049285.1,70.47930751060726,OG0002216,69.58831341301462,Yes
GCF_003041235.1,71.45260306774082,OG0002111,69.58874458874459,Yes
GCF_000009765.2,70.70135127652237,OG0002111,69.58874458874459,Yes
GCF_000709915.1,71.7720114283777,OG0002111,69.58874458874459,Yes
GCF_000739045.1,71.62854703992213,OG0002111,69.58874458874459,Yes
GCF_008704515.1,72.55647111696172,OG0002111,69.58874458874459,Yes
GCF_003363195.1,71.92051257710922,OG0002111,69.58874458874459,Yes
GCF_014650435.1,71.89684322825536,OG0002111,69.58874458874459,Yes
GCF_003933965.1,70.91051053004985,OG0002111,69.58874458874459,Yes
GCF_014649995.1,72.21373693347616,OG0002111,69.58874458874459,Yes
GCF_000931445.1,72.85908886895231,OG0002111,69.58874458874459,Yes
GCF_002094995.1,72.28798094783069,OG0002111,69.58874458874459,Yes
GCF_014076605.1,71.33417979781174,OG0002174,69.5906432748538,Yes
GCF_013046785.1,72.45340867463028,OG0002221,69.5906432748538,Yes
GCF_000718155.1,72.71275078444424,OG0002100,69.5906432748538,Yes
GCF_000830005.1,71.99364808646747,OG0002162,69.5906432748538,Yes
GCF_000968685.2,71.47187478922336,OG0002086,69.5906432748538,No
GCF_010548375.1,71.01283397881669,OG0002174,69.5906432748538,Yes
GCF_003955715.1,70.84778920735614,OG0002168,69.5906432748538,Yes
GCF_003595545.1,70.85004760962612,OG0002086,69.5906432748538,No
GCF_016741935.1,70.93047435873022,OG0002086,69.5906432748538,No
GCF_001509775.1,70.96844907271088,OG0002086,69.5906432748538,Yes
GCF_000092385.1,70.75458902611386,OG0002086,69.5906432748538,No
GCF_004125245.1,72.01623646813974,OG0002168,69.5906432748538,Yes
GCF_003970715.1,72.05272410738365,OG0002086,69.5906432748538,Yes
GCF_002939475.1,72.39930118315576,OG0002086,69.5906432748538,Yes
GCF_003369795.1,71.94694442760859,OG0002090,69.593147751606,Yes
GCF_018070205.1,71.9263035883291,OG0002090,69.593147751606,Yes
GCF_003950035.1,73.14116767637857,OG0002180,69.59349593495935,Yes
GCF_000380165.1,72.03496733301846,OG0002180,69.59349593495935,Yes
GCF_000721105.1,70.63587595804425,OG0002205,69.59414504324684,Yes
GCF_000720675.1,72.5811962847692,OG0002205,69.59414504324684,Yes
GCF_000364805.1,71.0335644530418,OG0002164,69.5945945945946,Yes
GCF_004563805.1,70.89882432261598,OG0002139,69.5945945945946,Yes
GCF_000716675.1,72.17590141370484,OG0002247,69.5945945945946,Yes
GCF_001685355.1,71.01042401755045,OG0002164,69.5945945945946,Yes
GCF_014648655.1,69.59433125723383,OG0002164,69.5945945945946,Yes
GCF_004028635.1,70.37668880389512,OG0002155,69.5955369595537,Yes
GCF_001270515.1,72.06079851138708,OG0002155,69.5955369595537,Yes
GCF_001485125.1,71.53844684810325,OG0002155,69.5955369595537,Yes
GCF_000720135.1,72.32100914084657,OG0002192,69.59706959706959,Yes
GCF_002156095.1,71.24939741340447,OG0002192,69.59706959706959,Yes
GCF_013046785.1,72.45340867463028,OG0002192,69.59706959706959,Yes
GCF_000225525.1,72.45765896906404,OG0002192,69.59706959706959,Yes
GCF_017526105.1,71.83741230666094,OG0002192,69.59706959706959,Yes
GCF_002080455.1,72.17301149666774,OG0002153,69.59706959706959,Yes
GCF_014596915.1,71.43221771322186,OG0002192,69.59706959706959,Yes
GCF_001746425.1,72.10929117028407,OG0002153,69.59706959706959,Yes
GCF_016906245.1,72.51180349250771,OG0002181,69.59847036328873,Yes
GCF_019090105.1,71.86124229584006,OG0002122,69.59876543209876,Yes
GCF_003970715.1,72.05272410738365,OG0002189,69.59876543209876,Yes
GCF_000718775.1,72.82103019912239,OG0002180,69.59876543209876,Yes
GCF_016860525.1,72.33021684125379,OG0002122,69.59876543209876,Yes
GCF_002899455.1,72.79880945931232,OG0002122,69.59876543209876,Yes
GCF_900105245.1,71.92455527688543,OG0002122,69.59876543209876,Yes
GCF_002188335.1,72.16969174715156,OG0002122,69.59876543209876,Yes
GCF_014649535.1,70.56218698012687,OG0002189,69.59876543209876,Yes
GCF_003369795.1,71.94694442760859,OG0002122,69.59876543209876,Yes
GCF_000931445.1,72.85908886895231,OG0002180,69.59876543209876,Yes
GCF_004803895.1,70.99426738619486,OG0002122,69.59876543209876,Yes
GCF_014205255.1,70.98128577906316,OG0002122,69.59876543209876,Yes
GCF_013870595.1,71.80728235497138,OG0002122,69.59876543209876,Yes
GCF_008016805.1,72.17302085848387,OG0002180,69.59876543209876,Yes
GCF_900215615.1,71.31857072632036,OG0002109,69.59876543209876,Yes
GCF_011008945.1,73.2502875225165,OG0002180,69.59876543209876,Yes
GCF_001905855.1,72.14158284419638,OG0002122,69.59876543209876,Yes
GCF_003041235.1,71.45260306774082,OG0002122,69.59876543209876,Yes
GCF_011008945.1,73.2502875225165,OG0002122,69.59876543209876,Yes
GCF_008634015.1,73.56197590803878,OG0002090,69.5994277539342,Yes
GCF_014076605.1,71.33417979781174,OG0002205,69.6,Yes
GCF_008634015.1,73.56197590803878,OG0002205,69.6,Yes
GCF_003963535.1,70.62993572153285,OG0002215,69.6,Yes
GCF_002156095.1,71.24939741340447,OG0002215,69.6,Yes
GCF_000092385.1,70.75458902611386,OG0002215,69.6,Yes
GCF_014701095.1,71.43732688304102,OG0002215,69.6,Yes
GCF_000719265.1,72.41642711509591,OG0002205,69.6,Yes
GCF_000226455.1,71.02442944954693,OG0002215,69.6,Yes
GCF_007827595.1,71.05276439619249,OG0002215,69.6,Yes
GCF_003610995.1,71.70149073097517,OG0002205,69.6,Yes
GCF_019049285.1,70.47930751060726,OG0002215,69.6,Yes
GCF_006516935.1,71.15204627083791,OG0002215,69.6,Yes
GCF_006539185.1,71.81957138804985,OG0002215,69.6,Yes
GCF_000725805.1,72.23227410462664,OG0002215,69.6,Yes
GCF_000805335.1,71.30196381794673,OG0002205,69.6,Yes
GCF_000719505.1,71.07816034179442,OG0002215,69.6,Yes
GCF_003963535.1,70.62993572153285,OG0002205,69.6,Yes
GCF_008042145.1,72.30933320132617,OG0002215,69.6,Yes
GCF_014650155.1,71.00454509490565,OG0002215,69.6,Yes
GCF_001419705.1,72.06462172629973,OG0002253,69.6,Yes
GCF_001513955.1,70.82976174779763,OG0002215,69.6,Yes
GCF_013409565.1,70.80278813546826,OG0002215,69.6,Yes
GCF_900105265.1,70.13443560225605,OG0002108,69.60093896713614,Yes
GCF_000709915.1,71.7720114283777,OG0002202,69.60167714884696,Yes
GCF_000717595.1,71.81275055098989,OG0002105,69.6027633851468,Yes
GCF_000384175.1,71.50009640222602,OG0002105,69.6027633851468,Yes
GCF_900215615.1,71.31857072632036,OG0002263,69.60352422907489,Yes
GCF_000720215.1,71.44995860312143,OG0002263,69.60352422907489,Yes
GCF_004364245.1,72.34530652761906,OG0002263,69.60352422907489,Yes
GCF_014656075.1,73.21108540302635,OG0002263,69.60352422907489,Yes
GCF_000739045.1,71.62854703992213,OG0002263,69.60352422907489,Yes
GCF_018982965.1,72.23325012721247,OG0002263,69.60352422907489,Yes
GCF_016741855.1,72.07340935087522,OG0002263,69.60352422907489,Yes
GCF_017614965.1,70.90619532412342,OG0002263,69.60352422907489,Yes
GCF_008704515.1,72.55647111696172,OG0002263,69.60352422907489,Yes
GCF_014650895.1,73.86841746139201,OG0002263,69.60352422907489,Yes
GCF_000720135.1,72.32100914084657,OG0002263,69.60352422907489,Yes
GCF_018070205.1,71.9263035883291,OG0002263,69.60352422907489,Yes
GCF_001418175.1,71.10698629264331,OG0002263,69.60352422907489,Yes
GCF_002005565.1,72.53403555056444,OG0002263,69.60352422907489,Yes
GCF_008705135.1,71.0874109252463,OG0002263,69.60352422907489,Yes
GCF_003363195.1,71.92051257710922,OG0002263,69.60352422907489,Yes
GCF_000955965.1,71.24131184267277,OG0002263,69.60352422907489,Yes
GCF_000719555.1,73.19297597363543,OG0002263,69.60352422907489,Yes
GCF_013046785.1,72.45340867463028,OG0002263,69.60352422907489,Yes
GCF_008042145.1,72.30933320132617,OG0002263,69.60352422907489,Yes
GCF_000720215.1,71.44995860312143,OG0002136,69.6048632218845,Yes
GCF_000364805.1,71.0335644530418,OG0002136,69.6048632218845,Yes
GCF_000718095.1,70.38786923030266,OG0002136,69.6048632218845,Yes
GCF_000009765.2,70.70135127652237,OG0002136,69.6048632218845,Yes
GCF_000816485.1,70.02343510924956,OG0002136,69.6048632218845,Yes
GCF_001294345.1,70.63960082111876,OG0002136,69.6048632218845,Yes
GCF_003595545.1,70.85004760962612,OG0002136,69.6048632218845,Yes
GCF_008642275.1,72.13719847250294,OG0002136,69.6048632218845,Yes
GCF_009863125.1,70.97059002585705,OG0002136,69.6048632218845,Yes
GCF_013364315.1,71.29451435141188,OG0002136,69.6048632218845,Yes
GCF_009604455.1,71.02240514489499,OG0002136,69.6048632218845,Yes
GCF_000317595.1,70.16676316934797,OG0002136,69.6048632218845,Yes
GCF_004125265.1,70.94689834119383,OG0002161,69.60556844547564,Yes
GCF_018614415.1,71.9776729394496,OG0002090,69.60573476702508,Yes
GCF_008642275.1,72.13719847250294,OG0002205,69.60587842351369,Yes
GCF_000720485.1,71.36500023190627,OG0002205,69.60587842351369,Yes
GCF_002891315.1,71.21444945088618,OG0002181,69.6061140505585,Yes
GCF_003610995.1,71.70149073097517,OG0002226,69.6078431372549,Yes
GCF_003949805.1,73.05617874950838,OG0002162,69.6078431372549,Yes
GCF_000317595.1,70.16676316934797,OG0002255,69.6078431372549,Yes
GCF_001509795.1,72.16649594777202,OG0002226,69.6078431372549,Yes
GCF_001514235.1,70.63396853115424,OG0002226,69.6078431372549,Yes
GCF_014648655.1,69.59433125723383,OG0002100,69.6078431372549,Yes
GCF_009832925.1,71.0396852588241,OG0002274,69.6078431372549,Yes
GCF_008639165.1,72.46421082008219,OG0002162,69.6078431372549,Yes
GCF_900119365.1,70.45385621449539,OG0002100,69.6078431372549,Yes
GCF_000745345.1,73.55632674347909,OG0002214,69.6078431372549,Yes
GCF_013409565.1,70.80278813546826,OG0002100,69.6078431372549,Yes
GCF_003752205.1,72.61656460531034,OG0002181,69.61152882205513,Yes
GCF_002939475.1,72.39930118315576,OG0002122,69.61240310077518,Yes
GCF_002891435.1,70.82800015627384,OG0002153,69.61325966850829,Yes
GCF_900206255.1,70.76447565723471,OG0002105,69.61325966850829,Yes
GCF_000721105.1,70.63587595804425,OG0002105,69.61325966850829,Yes
GCF_009862505.1,71.68408621865674,OG0002153,69.61325966850829,Yes
GCF_000719265.1,72.41642711509591,OG0002272,69.61451247165533,Yes
GCF_002224125.2,70.77328045264795,OG0002263,69.6165191740413,Yes
GCF_900119365.1,70.45385621449539,OG0002153,69.61805555555556,Yes
GCF_900105395.1,73.62599978000117,OG0002203,69.61869618696187,Yes
GCF_001434355.1,71.7243872234859,OG0002081,69.62025316455697,Yes
GCF_002939475.1,72.39930118315576,OG0002081,69.62025316455697,Yes
GCF_008642275.1,72.13719847250294,OG0002081,69.62025316455697,Yes
GCF_000718935.1,71.66822575191871,OG0002081,69.62025316455697,Yes
GCF_016901035.1,71.6697437696203,OG0002081,69.62025316455697,Yes
GCF_016755875.1,71.74767346830949,OG0002081,69.62025316455697,Yes
GCF_018982965.1,72.23325012721247,OG0002081,69.62025316455697,Yes
GCF_001270515.1,72.06079851138708,OG0002081,69.62025316455697,Yes
GCF_001941845.1,72.2958130444768,OG0002202,69.62025316455697,Yes
GCF_000718955.1,71.79907529686092,OG0002081,69.62025316455697,Yes
GCF_003933295.1,71.75785492289239,OG0002081,69.62025316455697,Yes
GCF_000718095.1,70.38786923030266,OG0002081,69.62025316455697,Yes
GCF_002551145.1,71.7512317437235,OG0002081,69.62025316455697,Yes
GCF_900206255.1,70.76447565723471,OG0002081,69.62025316455697,Yes
GCF_000717595.1,71.81275055098989,OG0002192,69.62174940898345,Yes
GCF_001418135.1,71.82357466484632,OG0002192,69.62174940898345,Yes
GCF_017877015.1,72.4550168705122,OG0002192,69.62174940898345,Yes
GCF_000719865.1,73.20297224774073,OG0002180,69.6223316912972,Yes
GCF_016909575.1,70.65190019407797,OG0002116,69.6236559139785,Yes
GCF_009863145.1,71.54155446220113,OG0002116,69.6236559139785,Yes
GCF_018128905.1,70.88445976334732,OG0002253,69.6236559139785,Yes
GCF_002941025.1,70.87762482786731,OG0002116,69.6236559139785,Yes
GCF_000364805.1,71.0335644530418,OG0002116,69.6236559139785,Yes
GCF_008704495.1,71.03040419692445,OG0002277,69.6236559139785,Yes
GCF_000342125.1,73.26973094131425,OG0002203,69.6241528034504,Yes
GCF_000297635.1,72.92147577802726,OG0002203,69.6241528034504,Yes
GCF_004217355.1,71.75752505864055,OG0002104,69.62524654832347,Yes
GCF_004151105.1,70.65754333312321,OG0002100,69.62524654832347,Yes
GCF_000700005.2,72.74064770002371,OG0002188,69.62616822429906,Yes
GCF_018966745.1,72.28748407732631,OG0002109,69.62616822429906,Yes
GCF_003947265.2,73.03047017582355,OG0002188,69.62616822429906,Yes
GCF_900079415.1,72.67812909669054,OG0002109,69.62616822429906,Yes
GCF_000709915.1,71.7720114283777,OG0002109,69.62616822429906,Yes
GCF_014205315.1,71.05130731134788,OG0002188,69.62616822429906,Yes
GCF_002154415.1,72.04658620890199,OG0002122,69.62616822429906,Yes
GCF_008704495.1,71.03040419692445,OG0002284,69.62676962676963,Yes
GCF_009811635.1,70.73582516176545,OG0002284,69.62676962676963,Yes
GCF_000720215.1,71.44995860312143,OG0002284,69.62676962676963,Yes
GCF_003143935.1,71.26307736231789,OG0002284,69.62676962676963,Yes
GCF_001514235.1,70.63396853115424,OG0002284,69.62676962676963,Yes
GCF_014651075.1,71.15373364263675,OG0002284,69.62676962676963,Yes
GCF_016612625.1,70.1687907369231,OG0002284,69.62676962676963,Yes
GCF_001513955.1,70.82976174779763,OG0002231,69.62962962962963,Yes
GCF_000720485.1,71.36500023190627,OG0002263,69.62962962962963,Yes
GCF_001514265.1,70.94166661673785,OG0002153,69.62962962962963,Yes
GCF_019090105.1,71.86124229584006,OG0002221,69.62962962962963,Yes
GCF_900105265.1,70.13443560225605,OG0002105,69.62962962962963,Yes
GCF_003945525.1,71.96136842476199,OG0002231,69.62962962962963,Yes
GCF_014650615.1,71.65819458694891,OG0002231,69.62962962962963,Yes
GCF_008704515.1,72.55647111696172,OG0002231,69.62962962962963,Yes
GCF_000717745.1,71.41159375031481,OG0002263,69.62962962962963,Yes
GCF_017614965.1,70.90619532412342,OG0002211,69.62962962962963,Yes
GCF_003369795.1,71.94694442760859,OG0002111,69.6319018404908,Yes
GCF_017526105.1,71.83741230666094,OG0002277,69.63249516441006,Yes
GCF_019049245.1,70.46920593617625,OG0002221,69.63276836158192,Yes
GCF_002242805.1,71.02562801020376,OG0002115,69.63350785340315,Yes
GCF_001294345.1,70.63960082111876,OG0002272,69.63470319634703,Yes
GCF_008704515.1,72.55647111696172,OG0002272,69.63470319634703,Yes
GCF_014656075.1,73.21108540302635,OG0002272,69.63470319634703,Yes
GCF_000718525.1,73.89174165612695,OG0002272,69.63470319634703,Yes
GCF_003945525.1,71.96136842476199,OG0002272,69.63470319634703,Yes
GCF_003595545.1,70.85004760962612,OG0002272,69.63470319634703,Yes
GCF_001685355.1,71.01042401755045,OG0002272,69.63470319634703,Yes
GCF_014648695.1,70.84029136574024,OG0002272,69.63470319634703,Yes
GCF_004125245.1,72.01623646813974,OG0002272,69.63470319634703,Yes
GCF_014203595.1,72.03357497951025,OG0002272,69.63470319634703,Yes
GCF_002156095.1,71.24939741340447,OG0002272,69.63470319634703,Yes
GCF_006516935.1,71.15204627083791,OG0002272,69.63470319634703,Yes
GCF_013870595.1,71.80728235497138,OG0002272,69.63470319634703,Yes
GCF_012927245.1,72.73758658293158,OG0002272,69.63470319634703,Yes
GCF_002251155.1,72.71767908392607,OG0002272,69.63470319634703,Yes
GCF_900095575.1,71.79502345502753,OG0002247,69.63470319634703,Yes
GCF_006539185.1,71.81957138804985,OG0002272,69.63470319634703,Yes
GCF_009852415.1,72.9708712093927,OG0002272,69.63470319634703,Yes
GCF_900091315.1,71.26559635628402,OG0002272,69.63470319634703,Yes
GCF_000805335.1,71.30196381794673,OG0002272,69.63470319634703,Yes
GCF_000829715.2,71.10265231925432,OG0002272,69.63470319634703,Yes
GCF_000718015.1,72.97201453063025,OG0002272,69.63470319634703,Yes
GCF_001513985.1,70.88643545733457,OG0002272,69.63470319634703,Yes
GCF_000719555.1,73.19297597363543,OG0002272,69.63470319634703,Yes
GCF_000380165.1,72.03496733301846,OG0002247,69.63470319634703,Yes
GCF_002188335.1,72.16969174715156,OG0002247,69.63470319634703,Yes
GCF_000226455.1,71.02442944954693,OG0002226,69.63696369636963,Yes
GCF_008039505.1,70.67954736371634,OG0002105,69.63696369636963,Yes
GCF_018070205.1,71.9263035883291,OG0002226,69.63696369636963,Yes
GCF_000718155.1,72.71275078444424,OG0002231,69.63696369636963,Yes
GCF_014701095.1,71.43732688304102,OG0002156,69.63696369636963,Yes
GCF_007829875.1,72.5290855559092,OG0002226,69.63696369636963,Yes
GCF_016901035.1,71.6697437696203,OG0002226,69.63696369636963,Yes
GCF_001267885.1,72.18785078818404,OG0002226,69.63696369636963,Yes
GCF_014649995.1,72.21373693347616,OG0002226,69.63696369636963,Yes
GCF_000955965.1,71.24131184267277,OG0002226,69.63696369636963,Yes
GCF_018614415.1,71.9776729394496,OG0002226,69.63696369636963,Yes
GCF_006715925.1,72.26273356333616,OG0002226,69.63696369636963,Yes
GCF_003389455.1,70.4648605806529,OG0002119,69.63788300835655,Yes
GCF_000612545.2,72.04097248631763,OG0002119,69.63788300835655,Yes
GCF_006516935.1,71.15204627083791,OG0002221,69.64006259780908,Yes
GCF_008704655.1,71.95970710448734,OG0002122,69.64006259780908,Yes
GCF_000715845.1,71.01373388843392,OG0002122,69.64006259780908,Yes
GCF_009857135.1,71.97548933854759,OG0002202,69.64285714285714,Yes
GCF_015912975.1,72.5022989405382,OG0002202,69.64285714285714,Yes
GCF_009872515.1,72.78012557756568,OG0002222,69.64539007092199,Yes
GCF_001418175.1,71.10698629264331,OG0002119,69.6461824953445,Yes
GCF_000955965.1,71.24131184267277,OG0002119,69.6461824953445,Yes
GCF_000719505.1,71.07816034179442,OG0002153,69.6461824953445,Yes
GCF_016906245.1,72.51180349250771,OG0002119,69.6461824953445,Yes
GCF_003933965.1,70.91051053004985,OG0002119,69.6461824953445,Yes
GCF_001418135.1,71.82357466484632,OG0002119,69.6461824953445,Yes
GCF_002188335.1,72.16969174715156,OG0002119,69.6461824953445,Yes
GCF_000384175.1,71.50009640222602,OG0002153,69.6461824953445,Yes
GCF_001485125.1,71.53844684810325,OG0002119,69.6461824953445,Yes
GCF_014650435.1,71.89684322825536,OG0002119,69.6461824953445,Yes
GCF_001513985.1,70.88643545733457,OG0002153,69.6461824953445,Yes
GCF_018070175.1,72.12096500107661,OG0002119,69.6461824953445,Yes
GCF_014596915.1,71.43221771322186,OG0002119,69.6461824953445,Yes
GCF_009857135.1,71.97548933854759,OG0002119,69.6461824953445,Yes
GCF_001746295.1,70.2789487786098,OG0002153,69.6461824953445,Yes
GCF_001513985.1,70.88643545733457,OG0002119,69.6461824953445,Yes
GCF_000718955.1,71.79907529686092,OG0002116,69.64769647696477,Yes
GCF_000367365.1,69.73288633986101,OG0002253,69.64769647696477,Yes
GCF_017876235.1,72.26190082540705,OG0002116,69.64769647696477,Yes
GCF_000716685.1,71.70645448432758,OG0002116,69.64769647696477,Yes
GCF_002080455.1,72.17301149666774,OG0002116,69.64769647696477,Yes
GCF_001418645.1,71.09273134928999,OG0002115,69.64912280701753,Yes
GCF_000955965.1,71.24131184267277,OG0002115,69.64912280701753,Yes
GCF_016901035.1,71.6697437696203,OG0002115,69.64912280701753,Yes
GCF_001418135.1,71.82357466484632,OG0002115,69.64912280701753,Yes
GCF_014076605.1,71.33417979781174,OG0002115,69.64912280701753,Yes
GCF_000719265.1,72.41642711509591,OG0002115,69.64912280701753,Yes
GCF_008704495.1,71.03040419692445,OG0002115,69.64912280701753,Yes
GCF_014649995.1,72.21373693347616,OG0002115,69.64912280701753,Yes
GCF_000719865.1,73.20297224774073,OG0002115,69.64912280701753,Yes
GCF_008042145.1,72.30933320132617,OG0002115,69.64912280701753,Yes
GCF_001746425.1,72.10929117028407,OG0002115,69.64912280701753,Yes
GCF_001513985.1,70.88643545733457,OG0002225,69.64912280701753,Yes
GCF_017877015.1,72.4550168705122,OG0002115,69.64912280701753,Yes
GCF_000718155.1,72.71275078444424,OG0002115,69.64912280701753,Yes
GCF_009604455.1,71.02240514489499,OG0002115,69.64912280701753,Yes
GCF_900095575.1,71.79502345502753,OG0002115,69.64912280701753,Yes
GCF_004151105.1,70.65754333312321,OG0002115,69.64912280701753,Yes
GCF_002156095.1,71.24939741340447,OG0002115,69.64912280701753,Yes
GCF_008704995.1,70.87869199791524,OG0002115,69.64912280701753,Yes
GCF_002910905.1,71.11775336959565,OG0002115,69.64912280701753,Yes
GCF_018638305.1,72.32694370284175,OG0002115,69.64912280701753,Yes
GCF_001905505.1,71.24872686112982,OG0002153,69.64912280701753,Yes
GCF_000717595.1,71.81275055098989,OG0002115,69.64912280701753,Yes
GCF_000935185.3,72.3496066608556,OG0002238,69.65174129353234,Yes
GCF_000317595.1,70.16676316934797,OG0002105,69.65174129353234,Yes
GCF_000700005.2,72.74064770002371,OG0002192,69.65352449223417,Yes
GCF_001267885.1,72.18785078818404,OG0002192,69.65352449223417,Yes
GCF_000719865.1,73.20297224774073,OG0002192,69.65352449223417,Yes
GCF_013364315.1,71.29451435141188,OG0002122,69.65408805031447,Yes
GCF_010548465.1,72.74278538528552,OG0002231,69.65408805031447,Yes
GCF_001434355.1,71.7243872234859,OG0002122,69.65408805031447,Yes
GCF_006715925.1,72.26273356333616,OG0002221,69.65408805031447,Yes
GCF_000717025.1,70.72708854584603,OG0002122,69.65408805031447,Yes
GCF_014649515.1,72.28029898333222,OG0002221,69.65408805031447,Yes
GCF_000718375.1,72.3730541599248,OG0002231,69.65408805031447,Yes
GCF_001513975.1,70.90036207915387,OG0002221,69.65408805031447,Yes
GCF_900105395.1,73.62599978000117,OG0002122,69.65408805031447,Yes
GCF_000709915.1,71.7720114283777,OG0002231,69.65408805031447,Yes
GCF_001905505.1,71.24872686112982,OG0002277,69.65471447543162,Yes
